stake1uxpmeakgvxs8xsm4dg38hg5nx4dtzfxss4lxrxdasqqhnss97cgqr,1
stake1u94gf46wg5a4rk2dtkp6uuwx8ytyxk49ssddsgd72l7ytjg285cnk,1
stake1uymrnnzlv67wsddj9ygfp35rqgfdjxz80ay2whprdrvngucyxxnj9,2
stake1uxy6r98mypawrac7czpdkm9dvykdnu7awpnul9vy72pkn3c96smed,1
stake1uxvcxpuskvqkmjka5u7tzaxkc798kj78sse3rcg2vufcwms04krq7,1
stake1uxj5xztc07dfx27raueq8edlqglxcnhlqjdj4saqjzzfsng0z7p2e,1
stake1uyvdye496wraqe5xjg42dm9rjyklla966el5ytr7y4rahesgvdvj0,1
stake1u8fnel6ekvf4l928m69n8thrw2ulwp6g8qn6ev0pvp45gxqg9j5el,1
stake1uxy8943rtlcre6647vpc4thualv36sy0fr6pv7dlastvk0s2xa9sw,1
stake1ux69w74ujqqvarkxz4gdwtmn5uy9fn45rdlmpu9mecevsvq6v8lwu,1
stake1uydgzckd07jhu600fd54x5qk7tckclxg0fk2fdrgkdtsugcr0x5dl,1
stake1u8g6e5grkcftu8jravy2h87fux2cv2467vm266jwnh4u7csalw85e,2
stake1uxyjslyx0kcx8zcfu9zjeg473ma8e3rhgzp8t58mtxd23usvsuj2e,1
stake1u90zgct5rcngg0neyq46w5cxtfzlfyjnm0getjxfc6stfesmw4qul,2
stake1uxf394sx835lq4hvcd0ddskdkjm9x90euas32tee7vesvzct7nujc,1
stake1ux2tyhu675pl9s0yam9l5jt7l00ddsngx7etd58267wn76s9g5a8f,2
stake1uy5gcz64qsu2p879sd9dekn8970np2hm9eeksml0vyafwdg7ht5f2,2
stake1uye0yya67k7avrhp6uyevv0vj62cvnj9g3yhjl9uqkln4eq6482fd,1
stake1ux04ryq3te29qj62qkzw420vqxhrr2w7uhmmv7ktvtpgnmctx7t7m,2
stake1ux7sn5t3u7004sxsurvxp7sxlc959vlt9wdwl73pm3smdrgy62eam,1
stake1u84zsde0cphmn43fsdtaqwss3ejqyew4g0hh6xrvj5jryhgpp2t8z,1
stake1uyrcljat3k3u92006tqt28xmy935nqjgtad7ls92aj735ysw92duj,3
stake1u8dkt0hwdt84vvk4re7zenywafx2snqteg3f0c89teef7estsrn27,1
stake1uy5cx8vs5wg4fsqkjeq6gueps4swhm3rqpfzxqnsnjtmz4cr375qy,1
stake1ux52t2kv0e6ajp47w09qkaekhxryd6dka35msatzrsasz7qu4y9ft,5
stake1uyg663e8ddrecz98edmnjq4tqxpaqq4qgf5wcpdz5zmx64qutt9hs,8
stake1uycjhwzc03974xhev9w25prufzh43x3vq77c4hm06vs8uesj9agz3,3
stake1u8rnxc4dg4saqr0d2hs2tqtp58w6pqua5q5h6j9flneqgkg097hr0,1
stake1u8jkaurs02qqzsxw3nhmu675f5ltwrrqeceyeud8xqly6fselafvx,1
stake1u82k5y426uzs80f4lxlexf5kpkjyq80kgwwnxx5ejw80f2qgm0gws,1
